,Pais,Genero,Edad,Antigüedad,FacturacionTotal,PuntuacionCrediticia,CantidadProductos,PoseeTarjetaCredito,MiembroActivo,SalarioEstimado,VelocidadServicio,Abandono
335,Brasil,Masculino,44,9,111369.79,648,2,Si,Si,91947.74,20GB,No
336,Chile,Masculino,35,3,0.0,687,2,Si,Si,176450.19,1GB,No
337,Brasil,Masculino,42,1,117691.0,684,1,Si,Si,23135.65,100GB,Si
338,Chile,Femenino,42,10,0.0,513,2,No,Si,73151.25,2GB,No
339,Brasil,Femenino,49,0,153855.52,723,1,Si,Si,180862.26,500Mb,Si
340,Argentina,Masculino,40,9,0.0,616,2,No,No,93717.55,20GB,No
341,Brasil,Masculino,55,4,111362.76,547,3,Si,No,16922.28,100GB,Si
342,Chile,Femenino,41,7,179915.85,614,1,No,No,14666.35,1GB,Si
343,Brasil,Masculino,49,4,120688.61,642,1,Si,No,24770.22,2GB,Si
344,Chile,Femenino,41,4,0.0,782,1,Si,No,132943.88,500Mb,Si
345,Chile,Masculino,44,6,0.0,530,2,No,No,55893.37,20GB,No
346,Chile,Masculino,33,6,0.0,579,1,Si,No,94993.04,1GB,Si
347,Argentina,Femenino,39,5,0.0,563,2,Si,Si,17603.81,2GB,No
348,Chile,Femenino,31,7,0.0,558,2,Si,No,166720.28,100GB,No
349,Argentina,Masculino,28,2,0.0,762,2,Si,No,167909.52,1GB,No
350,Argentina,Femenino,49,2,131394.56,834,1,No,No,194365.76,1GB,Si
351,Argentina,Masculino,21,4,0.0,561,1,Si,Si,36942.35,500Mb,Si
352,Argentina,Femenino,40,6,131184.67,745,1,Si,Si,49815.62,2GB,No
353,Argentina,Masculino,24,6,0.0,512,2,Si,No,37654.31,20GB,No
354,Brasil,Femenino,48,2,124442.38,676,1,Si,No,15068.53,100GB,Si
355,Chile,Masculino,69,6,163975.09,656,1,Si,Si,36108.5,1GB,No
356,Argentina,Masculino,60,6,0.0,679,2,Si,Si,77331.77,20GB,No
357,Argentina,Femenino,56,8,156974.26,649,1,Si,No,89405.26,2GB,Si
358,Chile,Masculino,35,1,115024.5,664,1,No,Si,169665.79,1GB,No
359,Brasil,Masculino,27,7,117578.35,754,2,No,Si,87908.01,20GB,No
360,Brasil,Femenino,33,10,138335.96,804,1,Si,Si,80483.76,500Mb,Si
361,Argentina,Masculino,31,5,0.0,430,1,Si,No,95655.16,100GB,No
362,Argentina,Femenino,60,2,120731.39,653,4,Si,Si,138160.11,2GB,Si
363,Argentina,Femenino,32,1,117094.02,713,1,No,No,149558.83,2GB,Si
364,Chile,Masculino,42,7,139070.51,546,1,Si,Si,86945.0,100GB,No
365,Argentina,Masculino,30,3,0.0,734,2,Si,No,107640.25,500Mb,Si
366,Argentina,Masculino,32,9,0.0,782,1,Si,Si,87566.97,20GB,No
367,Chile,Femenino,31,8,0.0,695,2,No,Si,131644.41,500Mb,Si
368,Argentina,Masculino,73,9,0.0,735,1,Si,Si,114283.33,500Mb,Si
369,Brasil,Masculino,50,2,119655.77,716,1,Si,Si,12944.17,500Mb,Si
370,Argentina,Masculino,43,2,0.0,447,2,Si,No,33879.26,1GB,Si
371,Argentina,Femenino,31,6,107784.65,610,1,Si,Si,141137.53,500Mb,Si
372,Argentina,Femenino,30,4,0.0,777,2,No,Si,115611.97,1GB,No
373,Chile,Femenino,57,2,173306.13,681,1,No,Si,131964.66,500Mb,Si
374,Brasil,Masculino,32,0,103846.65,667,1,Si,No,20560.69,2GB,No
375,Chile,Masculino,34,7,0.0,523,2,Si,No,62030.06,1GB,No
376,Chile,Masculino,65,7,134714.7,681,2,No,Si,190419.81,20GB,No
377,Chile,Femenino,53,6,109663.47,707,1,Si,Si,52110.45,20GB,No
378,Chile,Femenino,31,6,0.0,469,1,Si,No,146213.75,500Mb,Si
379,Argentina,Femenino,38,7,0.0,625,1,Si,No,164804.02,500Mb,Si
380,Brasil,Masculino,42,2,88120.97,715,2,Si,Si,21333.22,100GB,No
381,Argentina,Masculino,30,2,0.0,831,2,No,Si,3430.38,1GB,No
382,Argentina,Masculino,24,3,137492.35,746,2,No,Si,170142.09,2GB,No
383,Chile,Femenino,30,4,145222.99,520,2,No,No,145160.96,1GB,No
384,Argentina,Masculino,28,3,75381.15,757,1,Si,Si,199727.72,500Mb,Si
385,Argentina,Masculino,36,9,108546.16,625,3,Si,No,133807.77,20GB,Si
386,Argentina,Masculino,34,9,0.0,786,2,Si,No,144517.19,20GB,No
387,Brasil,Masculino,28,5,160454.15,735,2,No,Si,114957.22,1GB,No
388,Argentina,Femenino,35,6,115576.44,767,1,No,Si,27922.45,500Mb,Si
389,Argentina,Masculino,34,6,114543.27,638,1,Si,Si,97755.29,20GB,No
390,Argentina,Femenino,35,2,0.0,636,2,Si,Si,23129.46,2GB,No
391,Argentina,Masculino,32,9,0.0,743,2,Si,No,175252.78,100GB,No
392,Chile,Masculino,45,4,0.0,651,2,No,No,193009.21,1GB,No
393,Argentina,Masculino,26,10,51962.91,720,2,Si,No,45507.24,2GB,No
394,Argentina,Femenino,51,2,100946.71,760,1,No,No,179614.8,20GB,Si
395,Brasil,Femenino,34,1,101633.04,581,1,Si,No,110431.51,500Mb,Si
396,Brasil,Femenino,62,5,114931.35,564,3,No,Si,18260.98,500Mb,Si
397,Brasil,Femenino,74,8,114888.74,546,2,Si,Si,66732.63,20GB,Si
398,Argentina,Femenino,33,2,94493.03,782,1,No,Si,101866.39,2GB,No
399,Argentina,Masculino,64,4,0.0,543,2,Si,Si,148305.82,100GB,No
400,Argentina,Masculino,36,6,153880.15,594,1,No,No,135431.72,500Mb,Si
401,Chile,Masculino,40,4,128389.12,719,1,Si,Si,176091.31,100GB,No
402,Argentina,Femenino,28,7,0.0,657,2,No,Si,5177.62,2GB,No
403,Argentina,Masculino,22,9,149777.0,696,1,Si,Si,198032.93,20GB,No
404,Brasil,Femenino,57,7,116936.81,616,1,Si,Si,104379.36,100GB,No
405,Chile,Femenino,49,7,96296.78,727,1,Si,No,190457.87,1GB,Si
406,Argentina,Masculino,31,1,119266.69,667,1,Si,Si,28257.63,100GB,No
407,Argentina,Femenino,24,1,0.0,756,2,Si,No,184182.25,2GB,No
408,Brasil,Femenino,35,3,165982.43,650,2,Si,Si,24482.16,20GB,No
409,Argentina,Masculino,43,1,105799.32,807,2,Si,No,34888.04,2GB,Si
410,Brasil,Masculino,41,3,147974.16,619,2,Si,No,170518.83,20GB,No
411,Argentina,Femenino,40,6,165526.71,803,1,Si,No,12328.08,20GB,No
412,Argentina,Masculino,23,10,0.0,651,2,Si,Si,170099.23,2GB,No
413,Chile,Masculino,42,9,222267.63,749,1,No,No,101108.85,20GB,Si
414,Argentina,Femenino,43,6,0.0,653,2,Si,Si,7330.59,500Mb,Si
415,Brasil,Masculino,30,7,101231.77,691,2,No,No,156529.44,1GB,No
416,Argentina,Femenino,55,8,136354.16,665,1,Si,Si,93769.89,100GB,No
417,Brasil,Masculino,33,8,148055.74,809,1,No,No,199203.21,20GB,No
418,Argentina,Masculino,33,2,0.0,707,2,No,No,130866.95,100GB,No
419,Brasil,Masculino,42,9,153279.39,503,1,Si,Si,151336.96,20GB,No
420,Chile,Masculino,27,8,132576.25,531,1,No,No,7222.92,1GB,No
421,Argentina,Femenino,31,2,0.0,776,2,Si,Si,112349.51,20GB,No
422,Argentina,Femenino,50,2,95813.76,758,3,Si,Si,67944.09,500Mb,Si
423,Brasil,Masculino,23,10,115563.71,678,1,Si,Si,91633.53,20GB,No
424,Argentina,Masculino,34,3,137361.96,786,1,No,No,183682.09,500Mb,Si
425,Argentina,Femenino,37,4,0.0,746,2,No,Si,171039.56,2GB,No
426,Argentina,Masculino,40,1,101514.89,811,1,Si,Si,121765.0,500Mb,Si
427,Brasil,Masculino,71,9,142550.25,780,2,Si,Si,122506.78,1GB,No
428,Brasil,Femenino,55,2,140891.46,650,3,Si,Si,179834.45,2GB,Si
429,Chile,Femenino,33,8,0.0,585,2,Si,No,114182.07,2GB,No
430,Argentina,Masculino,31,1,0.0,554,2,No,Si,192660.55,500Mb,Si
431,Brasil,Femenino,24,7,103099.17,710,2,Si,No,173276.62,100GB,No
432,Brasil,Masculino,31,2,90547.48,579,2,Si,Si,18800.13,1GB,No
433,Argentina,Masculino,36,8,0.0,755,2,Si,No,176809.87,100GB,No
434,Chile,Masculino,41,6,99208.46,766,2,Si,No,62402.38,1GB,No
435,Chile,Masculino,38,6,106687.76,704,1,Si,No,173776.5,20GB,No
436,Brasil,Masculino,57,3,117056.46,794,1,Si,No,93336.93,1GB,Si
437,Argentina,Masculino,66,7,0.0,615,2,Si,Si,74580.8,1GB,No
438,Argentina,Masculino,50,9,201009.64,669,1,Si,No,158032.5,1GB,Si
439,Argentina,Femenino,45,1,0.0,610,2,Si,Si,199657.46,500Mb,Si
440,Argentina,Femenino,35,8,112808.18,716,1,No,Si,17848.3,20GB,No
441,Brasil,Femenino,49,1,102286.6,533,3,Si,No,69409.37,20GB,Si
442,Argentina,Masculino,47,9,83347.25,533,1,Si,Si,137696.25,500Mb,Si
443,Argentina,Femenino,45,3,68639.57,624,1,Si,No,168002.31,100GB,Si
444,Argentina,Femenino,40,9,137409.19,629,1,Si,No,175877.7,2GB,Si
445,Chile,Femenino,60,10,168920.75,762,1,Si,No,31445.03,1GB,Si
446,Argentina,Femenino,39,8,97819.36,486,1,No,Si,120531.31,500Mb,Si
447,Argentina,Masculino,38,1,122214.0,649,1,No,Si,88965.46,1GB,No
448,Argentina,Femenino,27,2,0.0,677,2,No,Si,114685.92,100GB,No
449,Chile,Masculino,41,9,0.0,747,1,Si,No,32430.94,1GB,Si
450,Argentina,Masculino,37,6,0.0,570,1,Si,Si,187758.5,1GB,No
451,Argentina,Masculino,46,7,49512.55,695,1,Si,No,133007.34,20GB,No
452,Argentina,Masculino,25,7,0.0,670,2,Si,Si,144723.38,100GB,No
453,Brasil,Femenino,44,4,148770.61,677,2,Si,Si,191057.76,500Mb,Si
454,Argentina,Femenino,30,3,141581.08,758,1,Si,No,156249.06,2GB,No
455,Chile,Masculino,53,2,111061.01,712,2,No,No,26542.17,100GB,No
456,Argentina,Femenino,20,10,124266.86,636,1,No,No,100566.81,2GB,No
457,Argentina,Femenino,38,6,107193.82,571,2,No,No,38962.94,2GB,No
458,Chile,Masculino,31,1,0.0,635,2,Si,No,135382.23,100GB,No
459,Brasil,Femenino,58,3,106458.31,546,4,Si,No,128881.87,20GB,Si
460,Brasil,Femenino,47,5,157099.47,586,2,Si,Si,65481.86,1GB,No
461,Brasil,Masculino,31,4,141989.27,694,2,Si,No,26116.82,2GB,No
462,Brasil,Femenino,31,2,56116.3,619,2,No,No,2181.94,100GB,No
463,Chile,Masculino,31,9,0.0,477,2,No,Si,184061.17,20GB,No
464,Argentina,Femenino,37,1,0.0,531,1,Si,No,4606.97,1GB,No
465,Brasil,Femenino,45,9,106431.97,714,2,Si,Si,164117.69,100GB,No
466,Brasil,Femenino,27,2,90971.85,748,1,Si,Si,131662.47,100GB,No
467,Argentina,Masculino,39,6,0.0,743,2,Si,No,44265.28,2GB,No
468,Brasil,Masculino,29,5,139541.58,627,2,Si,No,80607.33,20GB,No
469,Brasil,Masculino,37,6,135795.63,710,1,No,Si,46523.6,1GB,No
470,Argentina,Masculino,33,2,0.0,644,1,Si,No,96420.58,1GB,No
471,Brasil,Femenino,32,1,96408.98,793,1,Si,Si,138191.81,100GB,No
472,Argentina,Femenino,30,6,107499.7,640,1,Si,Si,187632.22,500Mb,Si
473,Argentina,Masculino,55,10,132436.34,640,1,Si,No,978.66,100GB,No
474,Argentina,Masculino,38,2,0.0,710,2,Si,No,96.27,2GB,No
475,Argentina,Masculino,36,5,81210.72,782,2,No,Si,108003.38,1GB,No
476,Argentina,Femenino,44,1,0.0,823,2,No,Si,182495.7,500Mb,Si
477,Argentina,Masculino,33,9,111060.05,559,2,Si,No,110371.84,100GB,No
478,Chile,Masculino,44,5,140856.16,757,2,Si,No,158735.1,100GB,No
479,Argentina,Femenino,58,4,114713.57,471,1,Si,Si,36315.03,20GB,No
480,Argentina,Femenino,30,7,70729.17,619,1,Si,Si,160948.87,100GB,No
481,Argentina,Femenino,31,8,117989.76,612,1,Si,Si,54129.86,20GB,No
482,Argentina,Femenino,39,3,0.0,718,2,Si,Si,145355.11,1GB,No
483,Chile,Femenino,40,0,92053.44,698,1,Si,Si,143681.83,100GB,No
484,Argentina,Masculino,37,7,104960.46,739,1,No,Si,80883.82,1GB,No
485,Argentina,Masculino,49,7,0.0,565,2,Si,Si,89609.26,2GB,No
486,Brasil,Masculino,67,1,123276.69,706,2,Si,Si,86507.88,1GB,Si
487,Brasil,Femenino,47,4,118907.6,604,1,No,Si,47777.15,1GB,Si
488,Brasil,Femenino,29,3,97325.15,636,1,No,Si,131924.38,500Mb,Si
489,Chile,Femenino,56,5,90778.76,603,2,Si,No,162223.67,100GB,Si
490,Brasil,Masculino,35,2,109342.82,686,2,No,Si,86043.27,2GB,No
491,Argentina,Femenino,35,1,211774.31,850,1,Si,No,188574.12,20GB,Si
492,Argentina,Femenino,44,4,123322.15,757,1,Si,No,137136.29,20GB,No
493,Brasil,Femenino,49,5,134956.02,567,1,Si,No,93953.84,2GB,Si
494,Brasil,Femenino,39,8,112889.91,706,1,No,Si,6723.66,500Mb,Si
495,Chile,Femenino,26,4,135889.13,736,1,Si,Si,165692.03,20GB,No
496,Argentina,Masculino,36,3,155423.17,719,1,Si,Si,199841.32,1GB,No
497,Argentina,Femenino,29,3,0.0,718,1,No,Si,134462.29,1GB,No
498,Argentina,Masculino,44,6,0.0,614,2,No,Si,104930.46,20GB,No
499,Chile,Femenino,40,8,0.0,784,2,Si,No,108891.3,20GB,No
500,Chile,Femenino,48,2,0.0,809,1,Si,No,160976.85,20GB,Si
501,Argentina,Masculino,29,1,0.0,688,2,Si,No,154695.57,100GB,No
502,Brasil,Masculino,38,4,128015.83,741,1,Si,No,58440.43,1GB,No
503,Argentina,Masculino,31,2,0.0,573,2,Si,Si,91957.39,20GB,No
504,Chile,Femenino,54,4,120952.74,850,1,Si,No,66963.15,1GB,No
505,Argentina,Masculino,30,9,105443.68,599,1,Si,Si,121124.53,20GB,No
506,Chile,Masculino,27,9,101352.78,604,1,No,No,30252.3,1GB,No
507,Chile,Femenino,39,6,0.0,674,2,Si,Si,9574.83,1GB,No
508,Argentina,Masculino,28,9,0.0,703,2,No,Si,2151.17,500Mb,Si
509,Argentina,Femenino,25,3,91718.8,735,1,No,No,28411.23,20GB,No
510,Argentina,Masculino,30,0,0.0,539,2,Si,No,160979.66,20GB,No
511,Argentina,Masculino,40,3,148556.74,702,1,No,Si,146056.29,100GB,No
512,Argentina,Masculino,39,0,86843.61,679,1,No,Si,159830.58,100GB,No
513,Argentina,Masculino,22,2,0.0,468,2,Si,No,28123.99,100GB,No
514,Chile,Masculino,28,0,96020.86,695,1,Si,Si,57992.49,1GB,No
515,Argentina,Femenino,26,6,0.0,544,1,Si,No,100200.4,500Mb,Si
516,Chile,Femenino,35,5,136526.26,639,2,Si,No,59653.03,1GB,No
517,Argentina,Masculino,37,5,115345.86,634,2,No,No,168781.8,500Mb,Si
518,Brasil,Masculino,27,1,101278.25,850,2,Si,Si,26265.18,500Mb,Si
519,Argentina,Masculino,27,9,0.0,534,2,Si,No,161344.13,500Mb,Si
520,Argentina,Masculino,32,8,124993.29,835,2,Si,Si,27548.06,500Mb,Si
521,Argentina,Masculino,26,8,0.0,682,2,Si,No,178373.43,20GB,No
522,Argentina,Masculino,24,10,0.0,554,1,No,No,92180.62,2GB,No
523,Brasil,Femenino,33,1,118897.1,775,2,Si,Si,26362.4,2GB,No
524,Argentina,Femenino,33,4,135946.26,564,1,Si,No,63170.0,500Mb,Si
525,Argentina,Femenino,61,6,0.0,629,2,Si,Si,133672.61,20GB,No
526,Argentina,Femenino,44,7,55053.62,686,1,Si,No,181757.19,20GB,No
527,Brasil,Masculino,38,0,38848.19,730,2,No,No,94003.11,2GB,No
528,Argentina,Masculino,28,4,0.0,723,2,Si,Si,123885.88,20GB,No
529,Argentina,Masculino,48,3,92347.96,562,1,Si,Si,163116.75,500Mb,Si
530,Chile,Masculino,35,5,95772.97,529,1,Si,Si,112781.5,100GB,No
531,Brasil,Masculino,29,6,92887.13,714,1,Si,Si,69578.49,100GB,No
532,Chile,Femenino,22,6,0.0,657,3,No,Si,168412.07,1GB,Si
533,Brasil,Masculino,35,6,101744.84,738,1,No,No,85185.44,1GB,No
534,Brasil,Femenino,21,1,114292.48,742,1,Si,No,31520.4,100GB,No
535,Argentina,Femenino,44,6,0.0,623,2,No,No,167162.43,1GB,No
536,Argentina,Femenino,40,6,0.0,743,1,Si,No,28280.8,100GB,Si
537,Argentina,Femenino,36,5,0.0,551,1,Si,No,183479.12,20GB,No
538,Brasil,Femenino,68,9,130169.27,834,2,No,Si,93112.2,2GB,No
539,Argentina,Masculino,39,6,96863.13,850,1,Si,Si,121681.19,500Mb,Si
540,Argentina,Masculino,54,8,133436.52,659,1,Si,No,56787.8,500Mb,Si
541,Argentina,Femenino,31,2,82787.93,707,2,No,No,91423.69,100GB,No
542,Argentina,Femenino,20,4,0.0,723,2,Si,Si,140385.33,500Mb,Si
543,Argentina,Masculino,62,3,0.0,756,1,Si,Si,11199.04,100GB,Si
544,Argentina,Femenino,63,1,114715.71,531,1,No,Si,24506.95,500Mb,Si
545,Chile,Femenino,40,7,0.0,679,2,Si,Si,163757.29,100GB,No
546,Chile,Femenino,42,1,0.0,569,1,Si,Si,83629.6,100GB,Si
547,Brasil,Masculino,40,9,154309.67,637,1,Si,Si,125334.16,1GB,Si
548,Argentina,Masculino,51,10,0.0,350,1,Si,Si,125823.79,500Mb,Si
549,Chile,Femenino,37,0,163607.18,657,1,No,Si,44203.55,500Mb,Si
550,Argentina,Masculino,27,2,134603.88,684,1,Si,Si,71725.73,20GB,No
551,Brasil,Femenino,47,4,124192.28,537,2,Si,Si,50881.51,100GB,No
552,Argentina,Masculino,28,1,93577.3,524,1,Si,Si,51670.82,20GB,No
553,Brasil,Masculino,67,7,136709.35,636,1,No,Si,66753.1,500Mb,Si
554,Brasil,Masculino,41,1,176958.46,850,2,No,Si,125806.3,100GB,No
555,Chile,Masculino,37,4,0.0,548,1,Si,No,121763.68,20GB,No
556,Argentina,Masculino,37,3,0.0,674,1,Si,No,158049.9,500Mb,Si
557,Brasil,Femenino,23,6,85897.95,626,1,Si,No,109742.8,500Mb,Si
558,Argentina,Masculino,30,5,98014.74,646,1,Si,Si,12757.14,2GB,No
559,Chile,Femenino,37,0,64345.21,590,1,No,Si,61759.33,100GB,Si
560,Chile,Masculino,53,9,170491.84,621,1,Si,No,35588.07,2GB,Si
561,Argentina,Masculino,39,2,91068.56,618,1,Si,No,26578.69,2GB,No
562,Chile,Masculino,26,2,0.0,805,2,Si,Si,25042.1,1GB,No
563,Chile,Masculino,67,7,0.0,681,2,No,Si,163714.92,1GB,No
564,Argentina,Masculino,35,3,162442.35,850,1,Si,No,183566.78,500Mb,Si
565,Brasil,Masculino,76,2,130334.84,580,2,Si,Si,51672.08,100GB,No
566,Argentina,Masculino,59,5,153861.1,616,1,Si,Si,17699.48,500Mb,Si
567,Argentina,Femenino,67,3,0.0,640,1,No,Si,42964.63,1GB,No
568,Argentina,Masculino,38,9,104584.16,584,1,Si,No,176678.72,100GB,No
569,Chile,Masculino,38,9,0.0,793,2,Si,No,88225.02,500Mb,Si
570,Brasil,Masculino,32,1,88938.62,582,1,Si,Si,10054.53,1GB,No
571,Argentina,Masculino,26,3,156815.71,466,1,Si,Si,137476.09,20GB,No
572,Argentina,Masculino,37,2,0.0,562,1,No,Si,52525.15,20GB,Si
573,Argentina,Masculino,34,7,0.0,643,2,No,Si,100304.13,1GB,No
574,Brasil,Femenino,46,2,141726.88,663,1,Si,Si,58257.23,1GB,No
575,Argentina,Femenino,49,7,108007.36,800,1,No,No,47125.11,100GB,No
576,Argentina,Femenino,53,10,0.0,777,2,Si,No,189992.97,100GB,No
577,Brasil,Femenino,35,1,132371.3,683,2,No,No,186123.57,2GB,No
578,Brasil,Femenino,42,9,86351.85,546,2,Si,No,57380.13,2GB,No
579,Chile,Femenino,43,0,0.0,807,2,No,Si,85523.24,20GB,No
580,Argentina,Femenino,44,4,129605.99,706,1,No,No,69865.49,2GB,No
581,Brasil,Masculino,28,8,124695.72,709,2,Si,No,145251.35,1GB,No
582,Brasil,Masculino,39,5,139822.11,662,2,Si,Si,146219.9,100GB,No
583,Argentina,Masculino,29,7,105405.97,635,1,Si,Si,149853.89,500Mb,Si
584,Chile,Masculino,29,9,0.0,669,1,Si,Si,93901.61,500Mb,Si
585,Argentina,Masculino,74,2,0.0,601,2,No,Si,51554.58,20GB,No
586,Brasil,Masculino,47,2,118079.47,773,4,Si,Si,143007.49,2GB,Si
587,Argentina,Masculino,35,3,0.0,714,2,Si,Si,95623.28,1GB,No
588,Argentina,Masculino,38,4,0.0,594,2,No,No,186884.04,1GB,No
589,Chile,Femenino,44,6,125512.98,629,2,No,No,79082.76,20GB,No
590,Argentina,Masculino,33,3,153819.58,712,1,Si,No,79176.09,1GB,Si
591,Argentina,Femenino,35,2,113090.4,479,1,Si,No,195649.79,2GB,No
592,Brasil,Masculino,41,9,62078.21,704,2,Si,No,129050.67,2GB,No
593,Argentina,Masculino,36,8,114435.47,589,1,Si,No,26955.72,1GB,No
594,Argentina,Masculino,32,10,0.0,627,2,Si,No,103287.62,1GB,No
595,Argentina,Masculino,40,6,131411.24,645,1,Si,Si,194656.11,500Mb,Si
596,Brasil,Masculino,70,6,148745.92,491,2,Si,Si,17818.33,2GB,No
597,Argentina,Femenino,41,7,190238.93,773,1,Si,Si,57549.65,1GB,No
598,Argentina,Femenino,38,8,0.0,535,2,Si,No,136620.64,2GB,No
599,Argentina,Masculino,38,9,0.0,640,2,Si,No,88827.67,500Mb,Si
600,Argentina,Masculino,39,9,0.0,699,1,Si,No,80963.92,100GB,No
601,Chile,Femenino,32,0,68138.37,528,1,Si,Si,170309.19,20GB,No
602,Argentina,Femenino,40,10,0.0,773,2,No,Si,69303.15,500Mb,Si
603,Brasil,Femenino,39,8,151391.68,593,1,Si,No,27274.6,2GB,Si
604,Brasil,Masculino,44,9,100368.63,690,2,No,No,35342.33,100GB,No
605,Chile,Femenino,26,9,0.0,555,2,No,Si,158918.03,100GB,No
606,Brasil,Femenino,36,0,136980.23,850,2,Si,Si,99019.65,2GB,No
607,Argentina,Femenino,40,9,137285.26,644,4,Si,No,77063.63,1GB,Si
608,Brasil,Masculino,28,1,69459.05,676,2,Si,Si,128461.29,2GB,No
609,Chile,Masculino,35,8,0.0,795,2,Si,No,167155.36,1GB,No
610,Argentina,Masculino,36,3,0.0,628,2,Si,Si,8742.91,20GB,No
611,Argentina,Masculino,28,4,0.0,663,2,Si,Si,123969.64,500Mb,Si
612,Argentina,Femenino,33,1,137853.0,494,1,No,Si,90273.85,100GB,No
613,Chile,Femenino,28,3,157597.61,627,1,No,Si,34097.22,100GB,No
614,Brasil,Masculino,49,7,121205.15,575,4,Si,Si,168080.53,2GB,Si
615,Argentina,Masculino,31,1,0.0,680,2,Si,Si,3148.2,100GB,No
616,Chile,Masculino,34,3,0.0,720,2,Si,Si,77047.78,100GB,No
617,Brasil,Femenino,44,4,123070.89,510,1,Si,No,28461.29,1GB,Si
618,Argentina,Masculino,42,2,100238.35,562,1,No,No,86797.41,1GB,No
619,Brasil,Masculino,24,1,133811.78,580,1,Si,No,17185.95,20GB,Si
620,Brasil,Masculino,37,1,95668.82,694,2,Si,No,100335.55,500Mb,Si
621,Chile,Masculino,52,1,0.0,634,2,Si,Si,176913.42,20GB,No
622,Argentina,Masculino,41,3,0.0,540,2,Si,No,121098.65,20GB,No
623,Chile,Masculino,47,4,0.0,700,1,Si,No,121798.52,500Mb,Si
624,Argentina,Masculino,60,7,78391.17,438,1,No,Si,49424.6,2GB,No
625,Chile,Masculino,39,6,132628.98,661,1,No,No,38812.67,100GB,No
626,Argentina,Masculino,35,4,141359.37,492,2,Si,No,39519.53,2GB,No
627,Chile,Femenino,50,6,94684.27,600,1,Si,Si,50488.91,1GB,No
628,Argentina,Masculino,62,2,0.0,534,2,No,No,42763.12,100GB,Si
629,Argentina,Masculino,31,7,0.0,558,1,Si,No,198269.08,20GB,No
630,Argentina,Masculino,53,1,102520.37,762,1,Si,Si,170195.4,100GB,No
631,Chile,Masculino,38,4,113607.47,764,1,Si,No,91094.46,100GB,No
632,Chile,Femenino,28,6,0.0,604,2,Si,Si,69056.26,20GB,No
633,Argentina,Masculino,28,7,0.0,640,2,Si,Si,131097.9,20GB,No
634,Brasil,Masculino,41,2,127892.57,724,2,No,Si,199645.45,20GB,No
635,Argentina,Femenino,43,2,0.0,676,1,Si,Si,55119.53,1GB,No
636,Brasil,Masculino,24,6,107637.97,479,2,No,Si,169505.83,1GB,No
637,Argentina,Masculino,32,9,100249.41,684,2,No,Si,67599.69,500Mb,Si
638,Chile,Masculino,36,0,0.0,850,2,Si,No,141242.57,20GB,No
639,Argentina,Masculino,72,1,160541.0,642,2,Si,Si,142223.94,2GB,No
640,Chile,Femenino,37,3,0.0,694,2,Si,Si,147012.22,2GB,No
641,Argentina,Femenino,45,9,105525.65,518,2,Si,Si,73418.29,500Mb,Si
642,Brasil,Femenino,21,3,165878.76,672,2,Si,Si,164537.17,20GB,No
643,Chile,Masculino,28,2,109161.25,437,1,Si,No,152987.42,1GB,No
644,Chile,Masculino,43,8,0.0,637,1,Si,No,12156.93,100GB,Si
645,Argentina,Masculino,50,7,0.0,656,2,No,Si,72143.44,500Mb,Si
646,Argentina,Femenino,41,0,150219.41,669,2,No,No,107839.03,500Mb,Si
647,Argentina,Masculino,50,3,105229.72,771,1,Si,Si,16281.68,1GB,Si
648,Brasil,Femenino,27,3,106116.5,667,2,Si,No,3674.71,500Mb,Si
649,Brasil,Masculino,50,2,143829.2,581,2,Si,No,181224.24,500Mb,Si
650,Chile,Masculino,40,2,0.0,689,2,Si,Si,164768.82,1GB,No
651,Argentina,Femenino,41,6,0.0,627,3,Si,Si,138700.75,1GB,Si
652,Chile,Masculino,40,3,0.0,758,2,No,No,96097.65,1GB,No
653,Argentina,Femenino,38,5,126645.13,565,1,Si,Si,168303.55,500Mb,Si
654,Argentina,Masculino,39,9,140236.98,701,1,No,Si,146651.99,500Mb,Si
655,Argentina,Femenino,37,1,0.0,584,2,Si,Si,180363.56,100GB,No
656,Argentina,Masculino,61,2,0.0,832,1,No,Si,127804.66,100GB,Si
657,Argentina,Femenino,66,1,135842.41,616,1,Si,No,183840.51,500Mb,Si
658,Argentina,Femenino,33,9,0.0,571,2,No,Si,77519.62,2GB,No
659,Chile,Masculino,52,2,0.0,793,1,Si,No,159123.82,100GB,Si
660,Argentina,Femenino,33,1,128306.83,691,1,Si,Si,113580.79,20GB,No
661,Brasil,Masculino,56,6,151802.29,805,1,Si,No,46791.09,20GB,Si
662,Chile,Masculino,40,1,0.0,691,2,Si,Si,145613.17,500Mb,Si
663,Chile,Femenino,50,7,146777.44,754,2,No,Si,150685.52,1GB,No
664,Argentina,Masculino,37,3,84496.71,544,1,No,No,79972.09,2GB,No
665,Argentina,Masculino,47,3,93578.68,606,2,No,Si,137720.56,500Mb,Si
666,Chile,Femenino,26,3,76554.06,679,1,Si,Si,184800.27,20GB,No
667,Argentina,Masculino,39,4,121404.64,729,1,Si,Si,159618.17,1GB,No
668,Argentina,Femenino,51,5,0.0,688,1,Si,No,91624.11,20GB,Si
669,Brasil,Femenino,54,3,111009.32,699,1,Si,Si,155905.79,20GB,Si
670,Argentina,Masculino,42,1,112419.92,744,1,Si,Si,83022.92,20GB,No
671,Brasil,Masculino,28,8,123674.28,663,2,Si,Si,87985.2,500Mb,Si
